Station,Date,Max Temp (F),Min Temp (F),Latitude,Longitude,GDD,Cumulative_GDD
Mankato US-169 Mile Post 52,02-09-2023,93.74002,65.11998,44.15433884,-94.03397369,25.56,5444.369941
St. Peter US-169 Mile Post 69,02-09-2023,95.36001,64.76001,44.36553955,-93.96315002,25.38,5469.749946
Belle Plaine US-169 Mile Post 86,02-09-2023,89.24002,65.29999,44.57226944,-93.84269714,25.65,5495.399941
Milaca US-169 Mile Post 200,02-09-2023,82.76001,64.58,45.87583923,-93.66407776,23.67,5519.069945
Hinckley I-35 Mile Post 181,02-09-2023,84.919975,65.29999,45.98503876,-92.94818115,25.11,5544.179928
Roosevelt MN-11 Mile Post 108,02-09-2023,93.01998,60.44002,48.78936005,-95.05103302,23.22,5567.399938
New Prague MN-19 Mile Post 149,02-09-2023,87.08,64.39999,44.54364014,-93.62481689,25.2,5592.599933
Thompson Hill I-35 Mile Post 248,02-09-2023,89.78,67.64002,46.71652985,-92.24900055,26.82,5619.419943
Blatnik Bridge,02-09-2023,86.89999,71.960014,46.7469101,-92.09951782,28.98,5648.39995
I-35 and Garfield Avenue,02-09-2023,89.419975,70.69999,46.7718,-92.115,28.35,5676.749945
Lafayette Tunnel MN-61 Mile Post 32,02-09-2023,85.28,66.919975,47.09482956,-91.55403137,26.1,5702.849932
MN-53 and 135 - Midway,02-09-2023,91.21998,62.96001,47.51575851,-92.5267868,24.48,5727.329938
I-494 and MN-5 I-494 Mile Post 18,02-09-2023,88.69999,69.26001,44.94374084,-93.4570694,27.63,5754.959943
Burnsville I-35W Mile Post 4,02-09-2023,89.78,70.88,44.79764938,-93.28955841,28.44,5783.399942
Maple Grove I-94 Mile Post 217,02-09-2023,87.26001,70.16001,45.09209061,-93.44753265,28.08,5811.479947
Little Canada I-694 Mile Post 46,02-09-2023,88.34002,70.88,45.03765869,-93.09236145,28.44,5839.919947
Cayuga Street Br. I-35E Mile Post 109,02-09-2023,88.51998,67.99999,44.96786118,-93.08812714,27,5866.919942
MN-110 and I-494 MN-10 Mile Post 5,02-09-2023,90.49999,65.84002,44.87607956,-93.07833862,25.92,5892.839952
Twig MN-53 Mile Post 21,02-09-2023,93.01998,66.19999,46.92406845,-92.41307068,26.1,5918.939947
Mitchell Bridge MN-169 Mile Post 343,02-09-2023,91.76001,60.799988,47.4451,-92.8876,23.4,5942.339941
Silver Cliff MN-61 Mile Post 30,02-09-2023,86.71998,68.36001,47.06996918,-91.59155273,27.18,5969.519946
I-35W at Mississippi I-35W Mile Post 19,02-09-2023,91.940025,65.29999,46.66918945,-92.31817627,25.65,5995.169941
Blatnick Bridge South Abutment,02-09-2023,90.14002,71.06001,46.7341,-92.0971,28.53,6023.699946
Albert Lea I-35 Mile Post 30,02-09-2023,94.460014,60.08,43.92010117,-93.27761841,23.04,6046.739946
Atkinson Bridge I-35 Mile Post 231,02-09-2023,90.31998,65.84002,46.6278,-92.5319,25.92,6072.659956
I-94 at Red River Bridge,02-09-2023,92.84002,66.19999,46.8471,-96.7774,26.1,6098.759951
T.H.38 - Marcell - MP 27.5       MN US MNDOT,02-09-2023,90.31998,62.78,47.58536911,-93.67510223,24.39,6123.149951
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,02-09-2023,87.61998,67.09999,46.64413834,-93.07975006,26.55,6149.699946
U.S.2 - Gowan - MP 225.1         MN US MNDOT,02-09-2023,90.14002,66.01998,46.87305069,-92.86100006,26.01,6175.709936
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,02-09-2023,90.49999,61.519978,47.29679108,-93.70240784,23.76,6199.469925
U.S.53 - Cook - MP 97.5          MN US MNDOT,02-09-2023,91.21998,57.38,47.89173889,-92.77429199,21.69,6221.159925
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,02-09-2023,90.68,63.319977,47.61225891,-93.19428253,24.66,6245.819914
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,02-09-2023,95.18,57.560013,48.90544128,-96.79892731,21.78,6267.59992
T.H.59 - Thief River - MP 363.4  MN US MNDOT,02-09-2023,93.56001,55.94002,48.17654037,-96.20690918,20.97,6288.56993
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,02-09-2023,94.09999,56.48,47.57138062,-96.53217316,21.24,6309.80993
T.H.11 - Warroad - MP 87.1       MN US MNDOT,02-09-2023,95.89999,59.18,48.89450836,-95.42524719,22.59,6332.39993
T.H.72 - Baudette - MP 67.85     MN US MNDOT,02-09-2023,91.940025,58.640022,48.89450836,-94.56025696,22.32,6354.719941
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,02-09-2023,93.19999,55.94002,47.77656174,-95.00585175,20.97,6375.689951
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,02-09-2023,93.74002,57.019978,48.1223793,-95.62496185,21.51,6397.19994
T.H.2 - Lengby - MP 75.8         MN US MNDOT,02-09-2023,92.29999,60.98,47.53178024,-95.66613007,23.49,6420.68994
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,02-09-2023,94.64002,62.78,47.18767929,-95.13179016,24.39,6445.07994
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,02-09-2023,84.56001,66.74002,46.11394119,-94.91677094,25.65,6470.729955
T.H.200 - Longville - MP 144.0   MN US MNDOT,02-09-2023,87.79999,66.19999,47.0528183,-94.21450043,26.1,6496.82995
T.H.210 - Motley - MP 101.0      MN US MNDOT,02-09-2023,87.08,66.01998,46.3434906,-94.64286041,26.01,6522.83994
T.H.23 - Richmond - MP 187.8     MN US MNDOT,02-09-2023,83.11998,68.36001,45.45101166,-94.48594666,25.74,6548.579935
T.H.47 - Isle - MP 89.0          MN US MNDOT,02-09-2023,84.19999,67.09999,46.11800003,-93.43245697,25.65,6574.229925
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,02-09-2023,86.54002,65.11998,46.78295898,-93.61335754,25.56,6599.789915
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,02-09-2023,84.01998,67.64002,46.43484879,-93.74376678,25.83,6625.619915
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,02-09-2023,82.39999,68.71998,46.20746994,-96.01892853,25.56,6651.1799
T.H.27 - Herman - MP 36.5        MN US MNDOT,02-09-2023,85.460014,66.74002,45.80355072,-96.23370361,26.1,6677.279917
T.H.10 - Frazee - MP 55.2        MN US MNDOT,02-09-2023,87.08,65.66001,46.70597076,-95.69174194,25.83,6703.109922
I-94 - Evansville - MP 82.8      MN US MNDOT,02-09-2023,80.960014,69.08,45.99848938,-95.72994995,25.02,6728.129929
U.S.12 - Holloway - MP 27.0      MN US MNDOT,02-09-2023,85.460014,66.38,45.28256989,-95.91149139,25.92,6754.049936
U.S.75 - Kent - MP 222           MN US MNDOT,02-09-2023,88.16001,65.48,46.47061157,-96.71227264,25.74,6779.789936
T.H.9 - Murdock - MP 24.5        MN US MNDOT,02-09-2023,84.19999,66.38,45.3259201,-95.37902069,25.29,6805.079931
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,02-09-2023,85.09999,66.19999,45.2689209,-96.38938904,25.65,6830.729921
T.H.34 - Osage - MP 65.0         MN US MNDOT,02-09-2023,89.78,64.21998,46.92063141,-95.26937866,25.11,6855.839911
T.H.52 - Coates - MP 110.4       MN US MNDOT,02-09-2023,89.24002,64.04002,44.66492081,-93.00971985,25.02,6880.859921
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,02-09-2023,85.28,69.61998,45.34666824,-93.23731232,27.45,6908.309911
I-35 - Medford - MP 52.1         MN US MNDOT,02-09-2023,89.59999,64.21998,44.23244858,-93.27835083,25.11,6933.419901
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,02-09-2023,90.68,65.84002,44.2394104,-92.6500473,25.92,6959.339911
U.S.63 - Lake City - MP 62.9     MN US MNDOT,02-09-2023,90.31998,65.66001,44.38240814,-92.37014771,25.83,6985.169916
U.S.218 - Lyle - MP 4            MN US MNDOT,02-09-2023,93.56001,61.519978,43.55812073,-92.94940948,23.76,7008.929905
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,02-09-2023,93.56001,59.71998,43.50838852,-92.36969757,22.86,7031.789895
I-90 - La Crescent - MP 276.4    MN US MNDOT,02-09-2023,94.460014,65.11998,43.85789871,-91.30422974,25.56,7057.349885
I-90 - Magnolia - MP 21.6        MN US MNDOT,02-09-2023,98.06001,60.26001,43.63808823,-96.08824921,23.13,7080.47989
I-90 - Welcome - MP 93.7         MN US MNDOT,02-09-2023,93.74002,62.24002,43.68109894,-94.6151886,24.12,7104.5999
I-90 - Wells - MP 138.7          MN US MNDOT,02-09-2023,93.56001,60.98,43.65769958,-93.72737885,23.49,7128.0899
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,02-09-2023,95.54002,64.76001,43.91899109,-94.99980164,25.38,7153.469905
U.S.14 - Springfield - MP 80.7   MN US MNDOT,02-09-2023,92.66001,64.940025,44.26805115,-94.89512634,25.47,7178.939918
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,02-09-2023,91.58,62.41998,43.89870834,-93.91436768,24.21,7203.149908
T.H.212 - Dawson - MP 24.1       MN US MNDOT,02-09-2023,89.419975,64.58,44.9353714,-95.96169281,25.29,7228.439908
U.S.75 - Trosky - MP 30.3        MN US MNDOT,02-09-2023,96.26001,63.140022,43.92211151,-96.2649765,24.57,7253.009919
T.H.68 - Milroy - MP 59.0        MN US MNDOT,02-09-2023,96.61998,62.78,44.39968872,-95.47245789,24.39,7277.399919
T.H.68 - Taunton - MP 22.9       MN US MNDOT,02-09-2023,96.98,67.81998,44.58692932,-96.05168152,26.91,7304.309909
T.H.212 - Hector - MP 84.4       MN US MNDOT,02-09-2023,86.89999,62.41998,44.76047134,-94.84316254,24.21,7328.519899
U.S.75 - Canby - MP 84.0         MN US MNDOT,02-09-2023,95.18,73.04002,44.67417145,-96.27693176,29.52,7358.039909
U.S.12 - Atwater - MP 85.4       MN US MNDOT,02-09-2023,82.39999,65.29999,45.13904953,-94.81175995,23.85,7381.889899
U.S.14 - Florence - MP 21.2      MN US MNDOT,02-09-2023,94.99999,66.74002,44.24031067,-96.04634094,26.37,7408.259909
U.S.12 - Delano - MP 140.4       MN US MNDOT,02-09-2023,87.08,68.71998,45.03544998,-93.7660675,27.36,7435.619899
U.S.61 - Winona                  MN US MNDOT,02-09-2023,93.74002,66.74002,43.97877121,-91.429039,26.37,7461.989909
I-35 Moose Lake - MP 216         MN US MNDOT,02-09-2023,86.18,68.54002,46.45278168,-92.73010254,27.27,7489.259919
U.S.169 Princeton - MP 176.9     MN US MNDOT,02-09-2023,83.11998,67.09999,45.55337143,-93.58489227,25.11,7514.369904
T.H.61 Schroeder - MP 79         MN US MNDOT,02-09-2023,80.78,65.48,47.54442978,-90.89589691,23.13,7537.499904
T.H.61 Grand Marais MP 110.8     MN US MNDOT,02-09-2023,79.16001,65.48,47.75836182,-90.31385803,22.32,7559.819909
U.S.2 - Solway - MP 99.7         MN US MNDOT,02-09-2023,91.940025,58.46001,47.5232811,-95.16248322,22.23,7582.049914
T.H.1 - Warren - MP 11.5         MN US MNDOT,02-09-2023,94.28,58.640022,48.19535065,-96.8911438,22.32,7604.369925
T.H.11 - Karlstad - MP 37.7      MN US MNDOT,02-09-2023,93.74002,62.24002,48.64707947,-96.38069916,24.12,7628.489935
T.H.371 - Nisswa - MP 46.2       MN US MNDOT,02-09-2023,86.71998,67.09999,46.52462006,-94.29614258,26.55,7655.03993
U.S.53 - Piedmont Ave - MP 2.7   MN US MNDOT,02-09-2023,88.51998,69.79999,46.77138138,-92.13751984,27.9,7682.939925
Twin Lakes I-35 Mile Post 1,03-09-2023,95.36001,66.919975,43.5083313,-93.35405731,26.46,7709.399912
Silver Lake TH 7 Mile Post 1,03-09-2023,94.460014,66.01998,44.9068,-94.1191,26.01,7735.409902
Little Chicago I-35 Mile Post 70,03-09-2023,93.01998,68.89999,44.47850037,-93.29242706,27.45,7762.859897
Rush City I-35 Mile Post 157,03-09-2023,91.76001,71.419975,45.64292145,-92.99275208,28.71,7791.569885
Rutledge I-35 Mile Post 198,03-09-2023,100.21998,69.440025,46.21257019,-92.83856201,27.72,7819.289897
Beaver Creek I-90 Mile Post 4,03-09-2023,94.99999,65.48,43.6083,-96.3779,25.74,7845.029897
I-90 Mile Post 35,03-09-2023,90.31998,66.38,43.63734055,-95.76991272,26.19,7871.219897
I-90 Mile Post 67,03-09-2023,94.460014,65.48,43.63869095,-95.1185379,25.74,7896.959897
Blue Earth I-90 Mile Post 119,03-09-2023,93.919975,63.49999,43.66305161,-94.12243652,24.75,7921.709892
Dexter I-90 Mile Post 195,03-09-2023,95.89999,66.38,43.72716141,-92.6813736,26.19,7947.899892
Jct CR 7 I-90 Mile Post 226,03-09-2023,95.54002,67.460014,43.95563889,-92.20514679,26.73,7974.629899
Ridgeway I-90 Mile Post 261,03-09-2023,92.11998,66.38,43.91191864,-91.5435791,26.19,8000.819899
Dilworth I-94 Mile Post 5,03-09-2023,94.09999,61.340023,46.84679031,-96.6681366,23.67,8024.489911
Rothsay I-94 Mile Post 38,03-09-2023,92.66001,65.48,46.49066162,-96.29125214,25.74,8050.229911
Alexandria I-94 Mile Post 104,03-09-2023,96.61998,71.24002,45.8376503,-95.36621857,28.62,8078.849921
Sauk Center I-94 Mile Post 128,03-09-2023,100.76001,71.960014,45.71310043,-94.93144989,28.98,8107.829928
Clearwater I-94 Mile Post 180,03-09-2023,94.99999,71.24002,45.39469147,-94.02561188,28.62,8136.449938
Shooks MN-1 Mile Post 34,03-09-2023,87.61998,59.540024,47.87430954,-94.43242645,22.77,8159.21995
Ely MN-1 Mile Post 275,03-09-2023,91.940025,59.360012,47.85440063,-92.04811096,22.68,8181.899956
Emily MN-6 Mile Post 29,03-09-2023,96.98,65.29999,46.68822098,-93.95449066,25.65,8207.549951
Clara City MN-7 Mile Post 89,03-09-2023,98.960014,66.74002,44.9493,-95.4095,26.37,8233.919961
Lester Prairie MN-7 Mile Post 161,03-09-2023,95.36001,66.919975,44.9061,-93.9864,26.46,8260.379948
Mayer TH 7 Mile Post 167,03-09-2023,94.99999,68.71998,44.9059,-93.8695,27.36,8287.739938
MN-7 Mile Post 11,03-09-2023,87.61998,57.560013,48.57236099,-96.91487885,21.78,8309.519945
MN-11 Mile Post 62,03-09-2023,88.51998,60.799988,48.81951141,-95.96101379,23.4,8332.919939
Brichdale MN-11 Mile Post 157,03-09-2023,84.56001,55.94002,48.62768173,-94.0670929,20.25,8353.169954
MN-11 Mile Post 199,03-09-2023,86.18,62.060013,48.60179138,-93.3734436,24.03,8377.19996
Lake Benton US-14 Mile Post 7,03-09-2023,95.36001,65.48,44.27025986,-96.32003784,25.74,8402.93996
Byron US-14 Mile Post 200,03-09-2023,94.81998,65.66001,44.0243988,-92.70819855,25.83,8428.769965
Hendricks MN-19 Mile Post 2,03-09-2023,96.26001,71.78,44.45888901,-96.43522644,28.89,8457.659965
Morton MN-19 Mile Post 78,03-09-2023,95.89999,65.48,44.54470825,-94.99542236,25.74,8483.399965
Winthrop MN-19 Mile Post 108,03-09-2023,93.38,62.78,44.54319,-94.41412354,24.39,8507.789965
Hanley Falls MN-23 Mile Post 94,03-09-2023,98.59999,70.69999,44.69161987,-95.61401367,28.35,8536.13996
MN-23 Mile Post 215,03-09-2023,93.01998,66.38,45.60781097,-94.03077698,26.19,8562.32996
Lastrup MN-25 Mile Post 140,03-09-2023,100.76001,67.81998,46.14426041,-94.10410309,26.91,8589.23995
Graceville MN-28 Mile Post 19,03-09-2023,97.16001,68.54002,45.5582,-96.4939,27.27,8616.50996
Langhei Township MN-29 Mile Post 46,03-09-2023,99.86001,71.24002,45.4884,-95.5622,28.62,8645.12997
Dovray MN-30 Mile Post 49,03-09-2023,93.38,69.98,44.05717087,-95.59729767,27.99,8673.11997
Waseca TH 14 Mile Post ??,03-09-2023,95.54002,68.18,44.0598,-93.4945,27.09,8700.20997
Caledonia MN-44 Mile Post 60,03-09-2023,96.61998,62.24002,43.71932983,-91.43675232,24.12,8724.32998
Squaw Lake MN-46 Mile Post 25,03-09-2023,93.01998,62.78,47.60356903,-94.12674713,24.39,8748.71998
Cannon Falls US-52 Mile Post 90,03-09-2023,91.940025,67.28,44.40924835,-92.8584671,26.64,8775.35998
Georgeville MN-55 Mile Post 98,03-09-2023,96.440025,69.08,45.4324,-94.9324,27.54,8802.89998
Mahnomen US-59 Mile Post 296,03-09-2023,90.68,65.29999,47.27416992,-95.9336319,25.65,8828.549975
Madelia US-60 Mile Post 86,03-09-2023,93.56001,63.140022,44.07556152,-94.36824799,24.57,8853.119986
Anderson Road TH 53 Mile Post 5.5,03-09-2023,98.24002,69.440025,46.7948,-92.157,27.72,8880.839999
Red Wing US-61 Mile Post 101,03-09-2023,95.89999,72.14002,44.60102081,-92.69779205,29.07,8909.910009
Grand Portage MN-61 Mile Post 146,03-09-2023,85.64002,62.96001,47.97642136,-89.68496704,24.3,8934.210024
Chamberlain MN-64 Mile Post 42,03-09-2023,95.18,62.41998,46.91173172,-94.72292328,24.21,8958.420014
Pliny MN-65 Mile Post 98,03-09-2023,97.69999,64.39999,46.33975983,-93.26204681,25.2,8983.620009
Ball Bluff MN-65 Mile Post 145,03-09-2023,93.74002,62.96001,46.97835922,-93.27368927,24.48,9008.100014
Effie MN-1 Mile Post 194,03-09-2023,91.39999,59.360012,47.84037018,-93.48518372,22.68,9030.78002
N. of Upper Red Lake MN-72 Mile Post 40,03-09-2023,84.919975,59.71998,48.20714951,-94.55400848,22.32,9053.099997
Tenney US-75 Mile Post 188,03-09-2023,96.98,64.21998,46.04312897,-96.49417877,25.11,9078.209987
Ottertail MN-78 Mile Post 34,03-09-2023,91.21998,68.89999,46.40365982,-95.60212708,27.45,9105.659982
Gatzke MN-89 Mile Post 96,03-09-2023,87.79999,60.44002,48.43645859,-95.73119354,23.22,9128.879992
St. Vincent MN-171 Mile Post 2,03-09-2023,87.440025,56.66001,48.9708519,-97.2016983,21.33,9150.209997
Anthony MN-200 Mile Post 9,03-09-2023,95.71998,61.69999,47.2959404,-96.73165131,23.85,9174.059992
Mehurin US-212 Mile Post 1,03-09-2023,98.960014,73.21998,44.9362,-96.4418,29.61,9203.669982
East Grand Forks US-2 Mile Post 8,03-09-2023,91.04002,62.24002,47.88077927,-96.91683197,24.12,9227.789992
Cass Lake US-2 Mile Post 131,03-09-2023,88.16001,65.11998,47.37995148,-94.58698273,25.56,9253.349982
Lake Park US-10 Mile Post 32,03-09-2023,93.38,67.64002,46.87744904,-96.11144257,26.82,9280.169992
Verndale US-10 Mile Post 94,03-09-2023,99.14002,66.38,46.41334152,-95.05438995,26.19,9306.359992
Rice US-10 Mile Post 162,03-09-2023,99.68,70.88,45.76654053,-94.23284149,28.44,9334.799992
Canton US-52 Mile Post 2,03-09-2023,94.09999,60.26001,43.5149498,-91.88498688,23.13,9357.929997
Cotton US-53 Mile Post 41,03-09-2023,96.440025,61.340023,47.21126938,-92.48769379,23.67,9381.600009
Ash Lake US-53 Mile Post 129,03-09-2023,85.81998,55.94002,48.29423904,-92.97046661,20.88,9402.480009
Brooks US-59 Mile Post 331,03-09-2023,90.68,62.59999,47.76911163,-96.00102234,24.3,9426.780004
Kellogg US-61 Mile Post 53,03-09-2023,99.14002,68.36001,44.28482056,-91.9896698,27.18,9453.960009
Rochester US-63 Mile Post 32,03-09-2023,96.26001,66.74002,43.90233994,-92.4822998,26.37,9480.330019
MN-71 Mile Post 43,03-09-2023,92.66001,69.61998,44.08369064,-95.11994934,27.81,9508.140009
Margie US-71 Mile Post 379,03-09-2023,90.49999,57.19999,48.1346283,-93.878479,21.6,9529.740004
Mankato US-169 Mile Post 52,03-09-2023,94.81998,66.56001,44.15433884,-94.03397369,26.28,9556.020009
St. Peter US-169 Mile Post 69,03-09-2023,100.58,67.28,44.36553955,-93.96315002,26.64,9582.660009
Belle Plaine US-169 Mile Post 86,03-09-2023,94.99999,68.18,44.57226944,-93.84269714,27.09,9609.750009
Milaca US-169 Mile Post 200,03-09-2023,94.99999,65.11998,45.87583923,-93.66407776,25.56,9635.309999
Hinckley I-35 Mile Post 181,03-09-2023,93.19999,70.34002,45.98503876,-92.94818115,28.17,9663.480009
Roosevelt MN-11 Mile Post 108,03-09-2023,84.74002,56.66001,48.78936005,-95.05103302,20.7,9684.180024
New Prague MN-19 Mile Post 149,03-09-2023,93.19999,67.28,44.54364014,-93.62481689,26.64,9710.820024
Thompson Hill I-35 Mile Post 248,03-09-2023,96.61998,71.24002,46.71652985,-92.24900055,28.62,9739.440034
Blatnik Bridge,03-09-2023,96.440025,75.38,46.7469101,-92.09951782,30.69,9770.130034
I-35 and Garfield Avenue,03-09-2023,92.11998,74.29999,46.7718,-92.115,30.15,9800.280029
Lafayette Tunnel MN-61 Mile Post 32,03-09-2023,90.49999,69.61998,47.09482956,-91.55403137,27.81,9828.090019
MN-53 and 135 - Midway,03-09-2023,96.08,67.64002,47.51575851,-92.5267868,26.82,9854.910029
I-494 and MN-5 I-494 Mile Post 18,03-09-2023,95.89999,71.78,44.94374084,-93.4570694,28.89,9883.800029
Burnsville I-35W Mile Post 4,03-09-2023,96.98,73.21998,44.79764938,-93.28955841,29.61,9913.410019
Maple Grove I-94 Mile Post 217,03-09-2023,95.89999,74.66001,45.09209061,-93.44753265,30.33,9943.740024
Little Canada I-694 Mile Post 46,03-09-2023,98.78,74.29999,45.03765869,-93.09236145,30.15,9973.890019
Cayuga Street Br. I-35E Mile Post 109,03-09-2023,96.79999,74.66001,44.96786118,-93.08812714,30.33,10004.22002
MN-110 and I-494 MN-10 Mile Post 5,03-09-2023,97.34002,71.59999,44.87607956,-93.07833862,28.8,10033.02002
Twig MN-53 Mile Post 21,03-09-2023,96.98,65.48,46.92406845,-92.41307068,25.74,10058.76002
Mitchell Bridge MN-169 Mile Post 343,03-09-2023,95.36001,62.96001,47.4451,-92.8876,24.48,10083.24002
Silver Cliff MN-61 Mile Post 30,03-09-2023,91.58,70.88,47.06996918,-91.59155273,28.44,10111.68002
I-35W at Mississippi I-35W Mile Post 19,03-09-2023,96.440025,66.38,46.66918945,-92.31817627,26.19,10137.87002
Blatnick Bridge South Abutment,03-09-2023,97.88,74.66001,46.7341,-92.0971,30.33,10168.20003
Albert Lea I-35 Mile Post 30,03-09-2023,96.26001,67.81998,43.92010117,-93.27761841,26.91,10195.11002
Atkinson Bridge I-35 Mile Post 231,03-09-2023,97.51998,71.59999,46.6278,-92.5319,28.8,10223.91001
I-94 at Red River Bridge,03-09-2023,95.36001,66.38,46.8471,-96.7774,26.19,10250.10001
T.H.38 - Marcell - MP 27.5       MN US MNDOT,03-09-2023,91.21998,65.66001,47.58536911,-93.67510223,25.83,10275.93002
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,03-09-2023,94.99999,70.88,46.64413834,-93.07975006,28.44,10304.37002
U.S.2 - Gowan - MP 225.1         MN US MNDOT,03-09-2023,95.36001,67.460014,46.87305069,-92.86100006,26.73,10331.10003
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,03-09-2023,92.29999,65.11998,47.29679108,-93.70240784,25.56,10356.66002
U.S.53 - Cook - MP 97.5          MN US MNDOT,03-09-2023,90.49999,63.319977,47.89173889,-92.77429199,24.66,10381.32
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,03-09-2023,93.19999,66.38,47.61225891,-93.19428253,26.19,10407.51
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,03-09-2023,89.06001,59.360012,48.90544128,-96.79892731,22.68,10430.19001
T.H.59 - Thief River - MP 363.4  MN US MNDOT,03-09-2023,93.38,63.49999,48.17654037,-96.20690918,24.75,10454.94001
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,03-09-2023,94.99999,62.78,47.57138062,-96.53217316,24.39,10479.33001
